grouped_linked_trip_mode,grouped_tour_mode,trips,purpose
TNC-REG,BIKE,0.0,Work sub-tour
TNC-SHARED,BIKE,0.0,Work sub-tour
SCHOOLBUS,BIKE,0.0,Work sub-tour
ESCOOTER,BIKE,0.0,Work sub-tour
EBIKE,BIKE,0.0,Work sub-tour
All,WALK-TRANSIT,71.8051596339715,Work sub-tour
DRIVEALONE,WALK-TRANSIT,0.0,Work sub-tour
SHARED2,WALK-TRANSIT,0.0,Work sub-tour
SHARED3,WALK-TRANSIT,0.0,Work sub-tour
WALK,WALK-TRANSIT,0.0,Work sub-tour
BIKE,WALK-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,WALK-TRANSIT,57.4441277071772,Work sub-tour
PNR-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
TAXI,WALK-TRANSIT,0.0,Work sub-tour
TNC-REG,WALK-TRANSIT,0.0,Work sub-tour
TNC-SHARED,WALK-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,WALK-TRANSIT,0.0,Work sub-tour
ESCOOTER,WALK-TRANSIT,0.0,Work sub-tour
EBIKE,WALK-TRANSIT,0.0,Work sub-tour
All,PNR-TRANSIT,0.0,Work sub-tour
DRIVEALONE,PNR-TRANSIT,0.0,Work sub-tour
SHARED2,PNR-TRANSIT,0.0,Work sub-tour
SHARED3,PNR-TRANSIT,0.0,Work sub-tour
WALK,PNR-TRANSIT,0.0,Work sub-tour
BIKE,PNR-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
TAXI,PNR-TRANSIT,0.0,Work sub-tour
TNC-REG,PNR-TRANSIT,0.0,Work sub-tour
TNC-SHARED,PNR-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,PNR-TRANSIT,0.0,Work sub-tour
ESCOOTER,PNR-TRANSIT,0.0,Work sub-tour
EBIKE,PNR-TRANSIT,0.0,Work sub-tour
All,KNR-TRANSIT,0.0,Work sub-tour
DRIVEALONE,KNR-TRANSIT,0.0,Work sub-tour
SHARED2,KNR-TRANSIT,0.0,Work sub-tour
SHARED3,KNR-TRANSIT,0.0,Work sub-tour
WALK,KNR-TRANSIT,0.0,Work sub-tour
BIKE,KNR-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
TAXI,KNR-TRANSIT,0.0,Work sub-tour
TNC-REG,KNR-TRANSIT,0.0,Work sub-tour
TNC-SHARED,KNR-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,KNR-TRANSIT,0.0,Work sub-tour
ESCOOTER,KNR-TRANSIT,0.0,Work sub-tour
EBIKE,KNR-TRANSIT,0.0,Work sub-tour
All,TNC-TRANSIT,0.0,Work sub-tour
DRIVEALONE,TNC-TRANSIT,0.0,Work sub-tour
SHARED2,TNC-TRANSIT,0.0,Work sub-tour
SHARED3,TNC-TRANSIT,0.0,Work sub-tour
WALK,TNC-TRANSIT,0.0,Work sub-tour
BIKE,TNC-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
TAXI,TNC-TRANSIT,0.0,Work sub-tour
TNC-REG,TNC-TRANSIT,0.0,Work sub-tour
TNC-SHARED,TNC-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,TNC-TRANSIT,0.0,Work sub-tour
ESCOOTER,TNC-TRANSIT,0.0,Work sub-tour
EBIKE,TNC-TRANSIT,0.0,Work sub-tour
All,TAXI,0.0,Work sub-tour
DRIVEALONE,TAXI,0.0,Work sub-tour
SHARED2,TAXI,0.0,Work sub-tour
SHARED3,TAXI,0.0,Work sub-tour
WALK,TAXI,0.0,Work sub-tour
BIKE,TAXI,0.0,Work sub-tour
WALK-TRANSIT,TAXI,0.0,Work sub-tour
PNR-TRANSIT,TAXI,0.0,Work sub-tour
KNR-TRANSIT,TAXI,0.0,Work sub-tour
TNC-TRANSIT,TAXI,0.0,Work sub-tour
TAXI,TAXI,0.0,Work sub-tour
TNC-REG,TAXI,0.0,Work sub-tour
TNC-SHARED,TAXI,0.0,Work sub-tour
SCHOOLBUS,TAXI,0.0,Work sub-tour
ESCOOTER,TAXI,0.0,Work sub-tour
EBIKE,TAXI,0.0,Work sub-tour
All,TNC-REG,0.0,Work sub-tour
DRIVEALONE,TNC-REG,0.0,Work sub-tour
SHARED2,TNC-REG,0.0,Work sub-tour
SHARED3,TNC-REG,0.0,Work sub-tour
WALK,TNC-REG,0.0,Work sub-tour
BIKE,TNC-REG,0.0,Work sub-tour
WALK-TRANSIT,TNC-REG,0.0,Work sub-tour
PNR-TRANSIT,TNC-REG,0.0,Work sub-tour
KNR-TRANSIT,TNC-REG,0.0,Work sub-tour
TNC-TRANSIT,TNC-REG,0.0,Work sub-tour
TAXI,TNC-REG,0.0,Work sub-tour
TNC-REG,TNC-REG,0.0,Work sub-tour
TNC-SHARED,TNC-REG,0.0,Work sub-tour
SCHOOLBUS,TNC-REG,0.0,Work sub-tour
ESCOOTER,TNC-REG,0.0,Work sub-tour
EBIKE,TNC-REG,0.0,Work sub-tour
All,TNC-SHARED,0.0,Work sub-tour
DRIVEALONE,TNC-SHARED,0.0,Work sub-tour
SHARED2,TNC-SHARED,0.0,Work sub-tour
SHARED3,TNC-SHARED,0.0,Work sub-tour
WALK,TNC-SHARED,0.0,Work sub-tour
BIKE,TNC-SHARED,0.0,Work sub-tour
WALK-TRANSIT,TNC-SHARED,0.0,Work sub-tour
PNR-TRANSIT,TNC-SHARED,0.0,Work sub-tour
KNR-TRANSIT,TNC-SHARED,0.0,Work sub-tour
TNC-TRANSIT,TNC-SHARED,0.0,Work sub-tour
TAXI,TNC-SHARED,0.0,Work sub-tour
TNC-REG,TNC-SHARED,0.0,Work sub-tour
TNC-SHARED,TNC-SHARED,0.0,Work sub-tour
SCHOOLBUS,TNC-SHARED,0.0,Work sub-tour
ESCOOTER,TNC-SHARED,0.0,Work sub-tour
EBIKE,TNC-SHARED,0.0,Work sub-tour
All,SCHOOLBUS,0.0,Work sub-tour
DRIVEALONE,SCHOOLBUS,0.0,Work sub-tour
SHARED2,SCHOOLBUS,0.0,Work sub-tour
SHARED3,SCHOOLBUS,0.0,Work sub-tour
WALK,SCHOOLBUS,0.0,Work sub-tour
BIKE,SCHOOLBUS,0.0,Work sub-tour
WALK-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
PNR-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
KNR-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
TNC-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
TAXI,SCHOOLBUS,0.0,Work sub-tour
TNC-REG,SCHOOLBUS,0.0,Work sub-tour
TNC-SHARED,SCHOOLBUS,0.0,Work sub-tour
SCHOOLBUS,SCHOOLBUS,0.0,Work sub-tour
ESCOOTER,SCHOOLBUS,0.0,Work sub-tour
EBIKE,SCHOOLBUS,0.0,Work sub-tour
All,ESCOOTER,0.0,Work sub-tour
DRIVEALONE,ESCOOTER,0.0,Work sub-tour
SHARED2,ESCOOTER,0.0,Work sub-tour
SHARED3,ESCOOTER,0.0,Work sub-tour
WALK,ESCOOTER,0.0,Work sub-tour
BIKE,ESCOOTER,0.0,Work sub-tour
WALK-TRANSIT,ESCOOTER,0.0,Work sub-tour
PNR-TRANSIT,ESCOOTER,0.0,Work sub-tour
KNR-TRANSIT,ESCOOTER,0.0,Work sub-tour
TNC-TRANSIT,ESCOOTER,0.0,Work sub-tour
TAXI,ESCOOTER,0.0,Work sub-tour
TNC-REG,ESCOOTER,0.0,Work sub-tour
TNC-SHARED,ESCOOTER,0.0,Work sub-tour
SCHOOLBUS,ESCOOTER,0.0,Work sub-tour
ESCOOTER,ESCOOTER,0.0,Work sub-tour
EBIKE,ESCOOTER,0.0,Work sub-tour
All,EBIKE,442.843575567199,Work sub-tour
DRIVEALONE,EBIKE,0.0,Work sub-tour
SHARED2,EBIKE,0.0,Work sub-tour
SHARED3,EBIKE,0.0,Work sub-tour
WALK,EBIKE,0.0,Work sub-tour
BIKE,EBIKE,0.0,Work sub-tour
WALK-TRANSIT,EBIKE,0.0,Work sub-tour
PNR-TRANSIT,EBIKE,0.0,Work sub-tour
KNR-TRANSIT,EBIKE,0.0,Work sub-tour
TNC-TRANSIT,EBIKE,0.0,Work sub-tour
TAXI,EBIKE,0.0,Work sub-tour
TNC-REG,EBIKE,0.0,Work sub-tour
TNC-SHARED,EBIKE,0.0,Work sub-tour
SCHOOLBUS,EBIKE,0.0,Work sub-tour
ESCOOTER,EBIKE,0.0,Work sub-tour
EBIKE,EBIKE,442.843575567199,Work sub-tour
